game_id,season,week,team,opponent,points,home_flag,posteam,drives
2020_08_LV_CLE,2020,8,LV,CLE,16.0,0,LV,7
2020_08_MIN_GB,2020,8,GB,MIN,22.0,1,GB,8
2020_08_MIN_GB,2020,8,MIN,GB,28.0,0,MIN,7
2020_08_NE_BUF,2020,8,BUF,NE,24.0,1,BUF,10
2020_08_NE_BUF,2020,8,NE,BUF,21.0,0,NE,9
2020_08_NO_CHI,2020,8,CHI,NO,23.0,1,CHI,12
2020_08_NO_CHI,2020,8,NO,CHI,26.0,0,NO,13
2020_08_NYJ_KC,2020,8,KC,NYJ,35.0,1,KC,10
2020_08_NYJ_KC,2020,8,NYJ,KC,9.0,0,NYJ,11
2020_08_PIT_BAL,2020,8,BAL,PIT,24.0,1,BAL,12
2020_08_PIT_BAL,2020,8,PIT,BAL,28.0,0,PIT,10
2020_08_SF_SEA,2020,8,SEA,SF,37.0,1,SEA,11
2020_08_SF_SEA,2020,8,SF,SEA,27.0,0,SF,11
2020_08_TB_NYG,2020,8,NYG,TB,23.0,1,NYG,11
2020_08_TB_NYG,2020,8,TB,NYG,25.0,0,TB,11
2020_08_TEN_CIN,2020,8,CIN,TEN,31.0,1,CIN,8
2020_08_TEN_CIN,2020,8,TEN,CIN,20.0,0,TEN,9
2020_09_BAL_IND,2020,9,IND,BAL,10.0,1,IND,12
2020_09_BAL_IND,2020,9,BAL,IND,24.0,0,BAL,11
2020_09_CAR_KC,2020,9,KC,CAR,33.0,1,KC,10
2020_09_CAR_KC,2020,9,CAR,KC,31.0,0,CAR,10
2020_09_CHI_TEN,2020,9,TEN,CHI,24.0,1,TEN,12
2020_09_CHI_TEN,2020,9,CHI,TEN,17.0,0,CHI,13
2020_09_DEN_ATL,2020,9,ATL,DEN,34.0,1,ATL,14
2020_09_DEN_ATL,2020,9,DEN,ATL,27.0,0,DEN,13
2020_09_DET_MIN,2020,9,MIN,DET,34.0,1,MIN,11
2020_09_DET_MIN,2020,9,DET,MIN,20.0,0,DET,12
2020_09_GB_SF,2020,9,SF,GB,17.0,1,SF,10
2020_09_GB_SF,2020,9,GB,SF,34.0,0,GB,11
2020_09_HOU_JAX,2020,9,JAX,HOU,25.0,1,JAX,12
2020_09_HOU_JAX,2020,9,HOU,JAX,27.0,0,HOU,12
2020_09_LV_LAC,2020,9,LAC,LV,26.0,1,LAC,10
2020_09_LV_LAC,2020,9,LV,LAC,31.0,0,LV,11
2020_09_MIA_ARI,2020,9,ARI,MIA,31.0,1,ARI,9
2020_09_MIA_ARI,2020,9,MIA,ARI,34.0,0,MIA,9
2020_09_NE_NYJ,2020,9,NYJ,NE,27.0,1,NYJ,8
2020_09_NE_NYJ,2020,9,NE,NYJ,30.0,0,NE,9
2020_09_NO_TB,2020,9,TB,NO,3.0,1,TB,12
2020_09_NO_TB,2020,9,NO,TB,38.0,0,NO,11
2020_09_NYG_WAS,2020,9,WAS,NYG,20.0,1,WAS,10
2020_09_NYG_WAS,2020,9,NYG,WAS,23.0,0,NYG,12
2020_09_PIT_DAL,2020,9,DAL,PIT,19.0,1,DAL,11
2020_09_PIT_DAL,2020,9,PIT,DAL,24.0,0,PIT,11
2020_09_SEA_BUF,2020,9,BUF,SEA,44.0,1,BUF,12
2020_09_SEA_BUF,2020,9,SEA,BUF,34.0,0,SEA,11
2020_10_BAL_NE,2020,10,NE,BAL,23.0,1,NE,10
2020_10_BAL_NE,2020,10,BAL,NE,17.0,0,BAL,9
2020_10_BUF_ARI,2020,10,ARI,BUF,32.0,1,ARI,12
2020_10_BUF_ARI,2020,10,BUF,ARI,30.0,0,BUF,13
2020_10_CIN_PIT,2020,10,PIT,CIN,36.0,1,PIT,14
2020_10_CIN_PIT,2020,10,CIN,PIT,10.0,0,CIN,14
2020_10_DEN_LV,2020,10,LV,DEN,37.0,1,LV,13
2020_10_DEN_LV,2020,10,DEN,LV,12.0,0,DEN,12
2020_10_HOU_CLE,2020,10,CLE,HOU,10.0,1,CLE,9
2020_10_HOU_CLE,2020,10,HOU,CLE,7.0,0,HOU,8
2020_10_IND_TEN,2020,10,TEN,IND,17.0,1,TEN,9
2020_10_IND_TEN,2020,10,IND,TEN,34.0,0,IND,8
2020_10_JAX_GB,2020,10,GB,JAX,24.0,1,GB,13
2020_10_JAX_GB,2020,10,JAX,GB,20.0,0,JAX,12
2020_10_LAC_MIA,2020,10,MIA,LAC,29.0,1,MIA,11
2020_10_LAC_MIA,2020,10,LAC,MIA,21.0,0,LAC,12
2020_10_MIN_CHI,2020,10,CHI,MIN,13.0,1,CHI,11
2020_10_MIN_CHI,2020,10,MIN,CHI,19.0,0,MIN,13
2020_10_PHI_NYG,2020,10,NYG,PHI,27.0,1,NYG,11
2020_10_PHI_NYG,2020,10,PHI,NYG,17.0,0,PHI,10
2020_10_SEA_LA,2020,10,LA,SEA,23.0,1,LA,10
2020_10_SEA_LA,2020,10,SEA,LA,16.0,0,SEA,10
2020_10_SF_NO,2020,10,NO,SF,27.0,1,NO,13
2020_10_SF_NO,2020,10,SF,NO,13.0,0,SF,11
2020_10_TB_CAR,2020,10,CAR,TB,23.0,1,CAR,11
2020_10_TB_CAR,2020,10,TB,CAR,46.0,0,TB,11
2020_10_WAS_DET,2020,10,DET,WAS,30.0,1,DET,10
2020_10_WAS_DET,2020,10,WAS,DET,27.0,0,WAS,10
2020_11_ARI_SEA,2020,11,SEA,ARI,28.0,1,SEA,10
2020_11_ARI_SEA,2020,11,ARI,SEA,21.0,0,ARI,9
2020_11_ATL_NO,2020,11,NO,ATL,24.0,1,NO,10
2020_11_ATL_NO,2020,11,ATL,NO,9.0,0,ATL,11
2020_11_CIN_WAS,2020,11,WAS,CIN,20.0,1,WAS,12
2020_11_CIN_WAS,2020,11,CIN,WAS,9.0,0,CIN,12
2020_11_DAL_MIN,2020,11,MIN,DAL,28.0,1,MIN,11
2020_11_DAL_MIN,2020,11,DAL,MIN,31.0,0,DAL,11
2020_11_DET_CAR,2020,11,CAR,DET,20.0,1,CAR,11
2020_11_DET_CAR,2020,11,DET,CAR,0.0,0,DET,11
2020_11_GB_IND,2020,11,IND,GB,34.0,1,IND,14
2020_11_GB_IND,2020,11,GB,IND,31.0,0,GB,13
2020_11_KC_LV,2020,11,LV,KC,31.0,1,LV,9
2020_11_KC_LV,2020,11,KC,LV,35.0,0,KC,9
2020_11_LA_TB,2020,11,TB,LA,24.0,1,TB,12
2020_11_LA_TB,2020,11,LA,TB,27.0,0,LA,13
